date,lnsp500_rf,sp500_rf,recessionD,dp,dy,ep,de,rvol,bm,ntis,tbl,lty,ltr,tms,dfy,dfr,infl,ma_1_9,ma_1_12,ma_2_9,ma_2_12,ma_3_9,ma_3_12,mom_9,mom_12,vol_1_9,vol_1_12,vol_2_9,vol_2_12,vol_3_9,vol_3_12,sento ,sent,dsento,dsent,ewsi
197505,0.0453,0.0465,0,-3.205,-3.162,-2.418,-0.787,0.306,0.898,0.023,5.23,8.36,2.12,3.13,1.79,-1.06,0.506,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.6,-2.5331,0.6781,1.2334,0.2385
197506,0.0408,0.0419,0,-3.245,-3.201,-2.481,-0.763,0.314,0.85,0.023,5.34,8.13,2.92,2.79,1.85,0.12,0.44,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.6893,-2.5479,0.8401,0.7222,0.2176
197507,-0.0722,-0.07,0,-3.175,-3.245,-2.42,-0.755,0.309,0.898,0.025,6.13,8.29,-0.87,2.16,1.71,0.57,0.813,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.6212,-2.3956,0.9735,0.7732,0.2268
197508,-0.0209,-0.0208,0,-3.153,-3.175,-2.407,-0.747,0.284,0.894,0.026,6.44,8.44,-0.68,2,1.64,-1.07,1.053,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.6342,-2.3653,-0.3007,-0.1118,0.2067
197509,-0.0381,-0.0376,0,-3.118,-3.153,-2.38,-0.738,0.253,0.941,0.028,6.42,8.62,-0.98,2.2,1.66,-0.28,0.308,0,1,0,1,1,1,1,1,1,1,1,1,1,1,-1.7208,-2.3471,-0.0617,0.1584,0.241
197510,0.0575,0.0595,0,-3.181,-3.121,-2.432,-0.749,0.216,0.893,0.026,5.96,8.19,4.75,2.23,1.76,0.78,0.49,1,1,0,1,0,1,1,1,1,1,0,1,1,1,-1.6595,-2.205,-0.2931,-0.2344,0.2264
197511,0.0247,0.0251,0,-3.208,-3.183,-2.447,-0.76,0.206,0.868,0.025,5.48,8.38,-1.09,2.9,1.78,0.21,0.609,1,1,1,1,0,1,1,1,1,1,1,1,0,1,-1.9383,-2.2839,0.5699,0.3205,0.2234
197512,-0.0151,-0.0151,0,-3.199,-3.211,-2.427,-0.772,0.203,0.876,0.024,5.44,8.05,3.9,2.61,1.77,0.52,0.606,1,1,1,1,1,1,1,1,0,1,1,1,1,1,-2.2374,-2.3373,0.843,0.0626,0.2496
197601,0.1089,0.1156,0,-3.31,-3.198,-2.51,-0.8,0.202,0.766,0.022,4.87,8.02,0.9,3.15,1.81,0.98,0.422,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2.1101,-2.1345,1.3004,0.8664,0.2552
197602,-0.0098,-0.0098,0,-3.298,-3.309,-2.471,-0.827,0.183,0.768,0.022,4.88,8.02,0.62,3.14,1.69,-0.01,0.24,1,1,1,1,1,1,1,1,0,0,1,1,1,1,-2.3808,-2.142,0.8561,1.0916,0.259
197603,0.0281,0.0286,0,-3.327,-3.297,-2.474,-0.853,0.186,0.784,0.015,5,7.92,1.66,2.92,1.6,0.01,0.24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2.307,-2.0261,-0.8381,-0.0051,0.2632
197604,-0.0138,-0.0138,0,-3.31,-3.321,-2.44,-0.869,0.175,0.786,0.014,4.86,7.97,0.18,3.11,1.54,-0.33,0.239,1,1,1,1,1,1,1,1,0,0,1,1,1,1,-2.4636,-1.9281,-0.4569,-0.6486,0.2577
197605,-0.0122,-0.0122,0,-3.289,-3.303,-2.404,-0.885,0.163,0.804,0.014,5.2,8.21,-1.58,3.01,1.28,0.55,0.417,1,1,1,1,1,1,1,1,0,0,0,0,0,0,-2.5779,-1.8504,-1.0339,-0.6396,0.2678
197606,0.0387,0.0396,0,-3.323,-3.283,-2.422,-0.9,0.162,0.781,0.019,5.41,8.07,2.08,2.66,1.27,-0.58,0.593,1,1,1,1,1,1,1,1,0,1,0,0,0,0,-2.3259,-1.7469,-0.1276,-0.2237,0.2993
197607,-0.0117,-0.0117,0,-3.307,-3.315,-2.404,-0.903,0.141,0.796,0.019,5.23,8.05,0.78,2.82,1.26,0.71,0.531,1,1,1,1,1,1,1,1,0,0,0,0,0,0,-2.2077,-1.6183,-0.3006,0.0906,0.281
197608,-0.0028,-0.0028,0,-3.294,-3.299,-2.388,-0.906,0.134,0.805,0.021,5.14,7.9,2.11,2.76,1.19,0.2,0.586,1,1,1,1,1,1,1,1,0,0,0,0,0,0,-2.2239,-1.6796,-0.3009,-0.3612,0.2518
197609,0.0199,0.0201,0,-3.308,-3.286,-2.4,-0.908,0.128,0.791,0.024,5.08,7.81,1.45,2.73,1.02,0.22,0.466,1,1,1,1,1,1,1,1,0,0,0,0,0,0,-2.1681,-1.6975,0.1281,-0.0044,0.2436
197610,-0.0246,-0.0244,0,-3.269,-3.291,-2.365,-0.904,0.115,0.812,0.026,4.92,7.79,0.84,2.87,0.97,-0.14,0.406,1,1,1,1,1,1,1,1,0,0,0,0,0,0,-2.1132,-1.7093,0.1418,-0.8275,0.2139
197611,-0.0051,-0.0051,0,-3.244,-3.252,-2.345,-0.899,0.108,0.827,0.028,4.75,7.49,3.39,2.74,0.98,-0.2,0.405,0,1,0,1,1,1,1,1,0,0,0,0,0,0,-2.2132,-1.757,0.1391,0.347,0.2251
197612,0.0484,0.0498,0,-3.278,-3.227,-2.384,-0.895,0.121,0.78,0.029,4.35,7.21,3.27,2.86,1.14,0.2,0.288,1,1,1,1,1,1,1,1,0,0,0,0,0,0,-1.9857,-1.6549,0.8964,0.3853,0.2501
197701,-0.0545,-0.0533,0,-3.215,-3.267,-2.326,-0.889,0.098,0.821,0.03,4.62,7.64,-3.88,3.02,1.12,0.85,0.287,0,0,1,1,1,1,1,1,0,0,0,0,0,0,-1.756,-1.5082,-1.0006,-0.9754,0.2434
197702,-0.0196,-0.0195,0,-3.182,-3.204,-2.298,-0.883,0.102,0.837,0.028,4.67,7.75,-0.49,3.08,1.08,0.29,0.572,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-1.5112,-1.399,0.8525,0.1184,0.2613
197703,-0.0165,-0.0164,0,-3.157,-3.171,-2.279,-0.878,0.097,0.868,0.03,4.6,7.72,0.91,3.12,1.02,0.03,1.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5521,-1.3281,0.0458,-0.6612,0.2728
197704,-0.0032,-0.0032,0,-3.143,-3.143,-2.268,-0.876,0.093,0.861,0.031,4.54,7.71,0.71,3.17,1.03,0.29,0.619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5255,-1.3283,1.8766,2.2377,0.2515
197705,-0.019,-0.0188,0,-3.106,-3.13,-2.233,-0.873,0.096,0.888,0.035,4.96,7.65,1.25,2.69,0.96,-0.19,0.783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.6744,-1.5173,-1.9213,-1.7889,0.2977
197706,0.0425,0.0436,0,-3.137,-3.093,-2.266,-0.871,0.097,0.871,0.032,5.02,7.54,1.64,2.52,0.96,0.11,0.555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8165,-1.5155,-0.2001,0.1329,0.2855
197707,-0.0197,-0.0196,0,-3.11,-3.127,-2.241,-0.87,0.1,0.897,0.033,5.19,7.68,-0.7,2.49,0.93,0.65,0.662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.7397,-1.5034,0.4543,0.3568,0.2777
197708,-0.0167,-0.0166,0,-3.079,-3.1,-2.21,-0.868,0.105,0.927,0.034,5.49,7.54,1.98,2.05,0.84,-0.62,0.439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.7949,-1.5217,-0.2362,0.4607,0.2528
197709,-0.0054,-0.0054,0,-3.066,-3.068,-2.199,-0.867,0.1,0.942,0.032,5.81,7.64,-0.29,1.83,0.88,0.07,0.383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8291,-1.5246,-0.5016,-0.4267,0.2613
197710,-0.0477,-0.0468,0,-3.009,-3.053,-2.149,-0.86,0.108,0.975,0.033,6.16,7.81,-0.93,1.65,0.85,0.55,0.381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.7405,-1.5085,0.2783,0.0977,0.2737
197711,0.031,0.0316,0,-3.023,-2.997,-2.17,-0.853,0.118,0.962,0.029,6.1,7.77,0.93,1.67,0.87,-0.32,0.271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4927,-1.4651,0.0782,0.7433,0.2715
197712,0.0005,0.0005,0,-3.014,-3.011,-2.167,-0.847,0.1,0.96,0.03,6.07,8.03,-1.68,1.96,0.8,0.63,0.487,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.4401,-1.4048,-0.6954,-0.1361,0.3049
197801,-0.0676,-0.0657,0,-2.941,-3.005,-2.103,-0.838,0.104,1.037,0.029,6.44,8.16,-0.8,1.72,0.76,-0.09,0.377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5442,-1.4849,0.3534,1.1078,0.2888
197802,-0.0217,-0.0216,0,-2.907,-2.932,-2.077,-0.83,0.105,1.076,0.031,6.45,8.22,0.04,1.77,0.73,0.47,0.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4793,-1.5165,-1.1898,-1.5628,0.3249
197803,0.0212,0.0216,0,-2.922,-2.898,-2.1,-0.822,0.107,1.111,0.028,6.29,8.31,-0.21,2.02,0.75,0.63,0.639,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.3488,-1.4623,1.0864,0.2259,0.3376
197804,0.08,0.0837,0,-2.997,-2.915,-2.173,-0.824,0.136,1.005,0.023,6.29,8.38,-0.05,2.09,0.76,-0.18,0.74,1,1,0,0,0,0,0,0,1,1,1,1,1,0,-1.2322,-1.2365,2.1506,3.5898,0.3682
197805,0.0084,0.0085,0,-2.993,-2.989,-2.168,-0.826,0.132,1.001,0.017,6.41,8.52,-0.58,2.11,0.8,-0.5,0.892,1,1,1,1,1,0,1,1,1,1,1,1,1,1,-1.2048,-1.2556,0.4205,0.9434,0.3803
197806,-0.022,-0.0219,0,-2.968,-2.986,-2.141,-0.827,0.124,1.028,0.017,6.73,8.65,-0.62,1.92,0.84,0.85,0.936,1,1,1,1,1,1,0,0,1,1,1,1,1,1,-1.1681,-1.2735,0.6489,0.8423,0.3472
197807,0.0498,0.0514,0,-3.013,-2.961,-2.183,-0.83,0.136,0.976,0.015,7.01,8.58,1.43,1.57,0.72,-0.42,1.029,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.2731,-1.3331,-1.2111,-0.7457,0.3303
197808,0.0273,0.0278,0,-3.031,-3.006,-2.199,-0.832,0.14,0.96,0.012,7.08,8.43,2.18,1.35,0.79,0.39,0.714,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.2266,-1.2811,1.259,1.4447,0.3301
197809,-0.0111,-0.0111,0,-3.017,-3.024,-2.182,-0.835,0.142,0.972,0.013,7.85,8.6,-1.06,0.75,0.73,0.58,0.558,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0289,-1.2003,1.4316,1.2576,0.3221
197810,-0.1004,-0.0961,0,-2.917,-3.014,-2.064,-0.853,0.16,1.062,0.014,7.99,8.89,-2,0.9,0.7,-0.05,0.755,0,0,1,1,1,1,1,1,0,1,1,1,1,1,-1.1542,-1.1731,-1.5656,-1.2398,0.3251
197811,0.0198,0.0201,0,-2.931,-2.914,-2.059,-0.871,0.156,1.054,0.014,8.64,8.77,1.89,0.13,0.8,-0.55,0.8,0,0,0,0,0,1,1,0,1,1,0,1,1,1,-1.1741,-1.124,0.4806,0.1401,0.2857
197812,0.0093,0.0094,0,-2.942,-2.927,-2.053,-0.889,0.159,1.046,0.015,9.08,8.98,-1.3,-0.1,0.78,-0.03,0.546,0,1,0,0,0,0,1,1,1,1,1,1,0,1,-1.0602,-1.0844,0.6492,0.3822,0.3126
197901,0.0343,0.0351,0,-2.973,-2.934,-2.067,-0.906,0.148,1.003,0.014,9.35,8.86,1.91,-0.49,0.88,-0.07,0.445,1,1,0,1,0,1,1,1,1,1,1,1,1,1,-0.9659,-0.96,1.1025,0.8465,0.2581
197902,-0.0368,-0.0364,0,-2.927,-2.964,-2.004,-0.923,0.153,1.041,0.012,9.32,9.08,-1.35,-0.24,0.82,0.07,0.883,0,0,1,1,0,1,0,1,1,1,1,1,1,1,-1.0538,-1.004,0.0461,0.4421,0.2623
197903,0.048,0.0496,0,-2.972,-2.919,-2.033,-0.939,0.163,1.033,0.012,9.48,9.02,1.29,-0.46,0.89,-0.23,1.166,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.9801,-1.0216,0.416,1.2462,0.2792
197904,-0.0037,-0.0037,0,-2.965,-2.963,-2.018,-0.947,0.134,1.042,0.012,9.46,9.22,-1.12,-0.24,0.95,0.6,0.961,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.8183,-0.9522,-0.1674,-0.0466,0.2768
197905,-0.0248,-0.0247,0,-2.929,-2.956,-1.975,-0.955,0.14,1.083,0.014,9.61,9.03,2.61,-0.58,0.97,-0.33,1.141,1,1,1,1,1,1,0,1,1,1,1,1,1,1,-0.7245,-0.8672,1.544,1.5911,0.2665
197906,0.0316,0.0323,0,-2.959,-2.921,-1.996,-0.962,0.144,1.058,0.012,9.06,8.77,3.11,-0.29,1.09,-0.42,1.222,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.3599,-0.6346,0.2654,-0.3269,0.2988
197907,0.0045,0.0045,0,-2.957,-2.948,-1.99,-0.967,0.127,1.052,0.01,9.24,8.95,-0.85,-0.29,1.09,0.54,1.161,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.2402,-0.5049,-0.6744,-0.9263,0.2831
197908,0.0524,0.0542,0,-2.998,-2.946,-2.026,-0.972,0.137,1.003,0.012,9.52,9.07,-0.35,-0.45,1.12,0.41,1.056,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0546,-0.3634,-0.3249,-0.8592,0.2978
197909,-0.0065,-0.0065,0,-2.988,-2.988,-2.011,-0.977,0.135,1.014,0.009,10.26,9.27,-1.22,-0.99,1.1,-0.57,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1415,-0.2819,0.2026,0.4836,0.2837
197910,-0.0763,-0.0741,0,-2.908,-2.979,-1.935,-0.973,0.127,1.092,0.01,11.7,10.34,-8.41,-1.36,1.27,-0.49,1.035,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0248,-0.4445,0.0345,-0.1744,0.3194
197911,0.0417,0.043,0,-2.942,-2.9,-1.971,-0.97,0.135,1.083,0.011,11.79,10.09,3.11,-1.7,1.23,-0.89,0.891,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1085,-0.4023,0.9099,1.2182,0.2854
197912,0.0084,0.0085,0,-2.95,-2.933,-1.983,-0.967,0.135,1.062,0.011,12.04,10.12,0.57,-1.92,1.32,-1.65,0.927,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1666,-0.3461,0.5271,0.7198,0.3287
198001,0.0495,0.0513,1,-2.997,-2.941,-2.029,-0.968,0.141,1.017,0.011,12,11.14,-7.41,-0.86,1.33,0.96,1.049,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1926,-0.3493,2.3787,2.555,0.321
198002,-0.0073,-0.0074,1,-2.984,-2.988,-2.015,-0.969,0.13,1.032,0.011,12.86,11.86,-4.67,-1,1.19,-1.98,1.425,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0487,-0.3083,4.233,2.4266,0.3621
198003,-0.1133,-0.1082,1,-2.868,-2.975,-1.899,-0.969,0.151,1.094,0.012,15.2,12.39,-3.15,-2.81,1.49,2.53,1.363,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0.2328,-0.1367,-2.1204,-2.687,0.3459
198004,0.0289,0.0297,1,-2.9,-2.86,-1.947,-0.954,0.161,1.052,0.015,13.2,10.76,15.23,-2.44,2.15,-1.47,1.428,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0.2039,-0.2134,-0.4471,-0.1423,0.2881
198005,0.0431,0.0446,1,-2.938,-2.892,-2,-0.938,0.168,1.01,0.015,8.58,10.37,4.19,1.79,2.18,1.41,1.12,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.4765,0.0058,-0.8087,-0.4972,0.2866
198006,0.0222,0.0226,1,-2.957,-2.93,-2.034,-0.922,0.164,0.99,0.015,7.07,10.06,3.59,2.99,2.13,-0.18,0.985,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4154,0.0681,-0.5589,-0.1214,0.321
198007,0.0601,0.0623,1,-3.012,-2.949,-2.104,-0.908,0.185,0.919,0.02,8.06,10.74,-4.76,2.68,1.58,0.47,1.096,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.477,0.1164,1.1305,0.6405,0.3258
198008,0.0067,0.0067,0,-3.011,-3.005,-2.117,-0.894,0.168,0.922,0.02,9.13,11.4,-4.32,2.27,1.51,-0.13,0.081,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6137,0.0506,-1.6569,1.5759,0.3758
198009,0.02,0.0203,0,-3.029,-3.004,-2.148,-0.88,0.173,0.922,0.024,10.27,11.85,-2.62,1.58,1.68,0.25,0.644,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4299,0.0151,0.0076,0.3437,0.3705
198010,0.0091,0.0093,0,-3.04,-3.024,-2.16,-0.88,0.15,0.93,0.023,11.62,12.31,-2.63,0.69,1.92,1.04,0.918,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4804,0.0437,1.3338,1.6849,0.3953
198011,0.0946,0.1002,0,-3.132,-3.035,-2.253,-0.879,0.17,0.865,0.022,13.73,12.3,1,-1.43,1.67,-0.83,0.87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5066,0.2225,-0.2757,-0.5264,0.3856
198012,-0.0425,-0.0421,0,-3.093,-3.127,-2.215,-0.878,0.183,0.892,0.027,15.49,11.99,3.52,-3.5,1.93,-1.04,0.902,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8517,0.5396,1.3263,0.5116,0.4503
198101,-0.0572,-0.0563,0,-3.04,-3.086,-2.174,-0.866,0.184,0.907,0.029,15.02,12.11,-1.15,-2.91,2.22,-0.15,0.855,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.1381,0.6851,-2.0794,-1.1385,0.3443
198102,0.0086,0.0088,0,-3.046,-3.033,-2.192,-0.854,0.185,0.882,0.03,14.79,12.83,-4.35,-1.96,2.02,1.66,0.809,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.6992,0.914,-0.355,0.0217,0.3388
198103,0.0253,0.026,0,-3.075,-3.04,-2.233,-0.842,0.155,0.925,0.028,13.36,12.48,3.84,-0.88,2.01,-0.73,1.031,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.7054,1.0054,0.6179,-0.0183,0.3546
198104,-0.0315,-0.0313,0,-3.046,-3.069,-2.199,-0.846,0.156,0.931,0.027,13.69,13.32,-5.18,-0.37,1.68,-2.51,0.719,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.6344,0.9411,0.9529,1.2284,0.3624
198105,-0.0048,-0.0049,0,-3.038,-3.04,-2.188,-0.85,0.141,0.936,0.029,16.3,12.65,6.22,-3.65,1.63,-0.27,0.639,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1.3597,0.878,0.7589,1.1472,0.3695
198106,-0.0218,-0.0218,0,-3.022,-3.033,-2.168,-0.854,0.141,0.95,0.028,14.73,13.04,-1.79,-1.69,2.05,2.02,0.821,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1.4548,0.989,-0.0624,-0.5841,0.3562
198107,-0.0115,-0.0116,1,-3.013,-3.015,-2.16,-0.853,0.123,0.975,0.026,14.95,13.7,-3.53,-1.25,1.79,-0.19,0.851,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1.3127,0.8884,-1.2204,0.0356,0.334
198108,-0.0695,-0.068,1,-2.942,-3.006,-2.09,-0.852,0.145,1.053,0.027,15.51,14.45,-3.86,-1.06,1.45,0.41,1.136,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.8508,1.0649,1.2285,-1.0994,0.3459
198109,-0.0646,-0.0634,1,-2.88,-2.936,-2.029,-0.851,0.16,1.092,0.021,14.7,14.82,-1.45,0.12,1.43,-0.54,0.762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.166,1.2174,-1.3872,-1.663,0.3009
198110,0.0386,0.0399,1,-2.923,-2.875,-2.075,-0.847,0.172,1.089,0.015,13.54,13.84,8.29,0.3,1.71,-3.08,1.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3238,1.2766,-0.4083,0.5746,0.3376
198111,0.0317,0.0325,1,-2.953,-2.917,-2.109,-0.844,0.147,1.044,0.016,10.86,12.2,14.1,1.34,2.17,-1.43,0.215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5656,1.3977,-1.0244,-1.7732,0.3654
198112,-0.0364,-0.0361,1,-2.917,-2.947,-2.077,-0.84,0.145,1.061,0.012,10.85,13.34,-7.13,2.49,2.32,1.33,0.285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7725,1.5648,-0.3249,-0.8941,0.4101
198201,-0.0245,-0.0244,1,-2.895,-2.912,-2.071,-0.824,0.133,1.066,0.011,12.28,14.15,0.46,1.87,1.92,-1.75,0.285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5315,1.41,-1.252,0.0253,0.3675
198202,-0.0619,-0.0607,1,-2.828,-2.89,-2.021,-0.807,0.152,1.126,0.011,13.48,14.02,1.82,0.54,1.91,1.3,0.355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,1.4596,0.8757,-0.6329,0.3629
198203,-0.018,-0.018,1,-2.813,-2.823,-2.023,-0.79,0.149,1.186,0.006,12.68,13.87,2.31,1.19,2.24,0.75,0.318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5421,1.5736,-0.7774,-0.7237,0.3503
198204,0.0302,0.031,1,-2.848,-2.809,-2.077,-0.771,0.149,1.15,0.003,12.7,13.48,3.73,0.78,2.32,-0.35,-0.106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4967,1.5381,0.2018,1.0064,0.4106
198205,-0.0405,-0.0401,1,-2.803,-2.843,-2.051,-0.752,0.162,1.19,-0.001,12.09,13.58,0.34,1.49,2.38,2.11,0.423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.652,1.597,-1.0145,-0.922,0.4645
198206,-0.0259,-0.0259,1,-2.779,-2.799,-2.046,-0.733,0.163,1.202,0.001,12.47,14.12,-2.23,1.65,2.11,-2.45,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.637,1.5264,0.5798,-0.1614,0.4321
198207,-0.0307,-0.0306,1,-2.753,-2.777,-2.037,-0.716,0.17,1.207,-0.012,11.35,13.52,5.01,2.17,2.19,0.39,1.212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.678,1.3846,-0.0234,-0.3372,0.4166
198208,0.1105,0.1179,1,-2.861,-2.751,-2.161,-0.7,0.188,1.082,-0.003,8.68,12.54,7.81,3.86,2.61,0.56,0.549,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.7436,1.1898,0.128,0.4472,0.3814
198209,0.0032,0.0033,1,-2.867,-2.859,-2.184,-0.683,0.167,1.089,0.001,7.92,11.83,6.18,3.91,2.69,0.05,0.205,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1.5062,1.0453,0.6936,0.764,0.4464
198210,0.1013,0.1073,1,-2.97,-2.866,-2.311,-0.659,0.191,0.984,0.007,7.71,11.12,6.34,3.41,2.61,1.25,0.171,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.4106,0.9655,2.1874,2.1272,0.4676
198211,0.0383,0.0393,1,-3.005,-2.969,-2.37,-0.635,0.193,0.939,0.001,8.07,11.25,-0.02,3.18,2.62,2.03,0.272,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.2792,0.9598,1.9462,2.1325,0.4846
198212,0.01,0.0101,0,-3.019,-3.004,-2.409,-0.61,0.184,0.932,0.003,7.94,10.95,3.12,3.01,2.31,-2.04,-0.17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.4876,0.9431,-2.6299,0.1368,0.5117
198301,0.0281,0.0287,0,-3.05,-3.017,-2.448,-0.602,0.186,0.907,0.002,7.86,11.13,-3.09,3.27,2.15,2.15,-0.41,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.1142,0.8041,1.6615,1.4854,0.4364
198302,0.0189,0.0192,0,-3.067,-3.048,-2.472,-0.594,0.171,0.877,0,8.11,10.6,4.92,2.49,1.94,-0.64,0.239,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.1601,0.701,-0.7359,0.7622,0.4306
198303,0.0281,0.0287,0,-3.097,-3.065,-2.511,-0.586,0.174,0.78,0.006,8.35,10.83,-0.94,2.48,1.88,1.66,0.034,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.04,0.5387,1.0359,1.4079,0.4775
198304,0.0661,0.0688,0,-3.168,-3.096,-2.579,-0.589,0.188,0.719,0.007,8.21,10.51,3.5,2.3,1.78,1.98,0.068,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9808,0.588,-0.5855,-1.2148,0.4925
198305,-0.0125,-0.0125,0,-3.154,-3.167,-2.562,-0.593,0.178,0.735,0.01,8.19,11.12,-3.86,2.93,1.63,0.62,0.713,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.88,0.5165,1.9401,1.8875,0.5568
198306,0.0295,0.0301,0,-3.187,-3.153,-2.592,-0.596,0.18,0.721,0.016,8.79,11.19,0.39,2.4,1.63,-0.85,0.54,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9233,0.54,0.6384,1.3799,0.5755
198307,-0.039,-0.0386,0,-3.151,-3.184,-2.54,-0.611,0.183,0.735,0.025,9.08,11.98,-4.86,2.9,1.24,0.31,0.336,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9054,0.6564,-0.8284,-1.2813,0.5417
198308,0.0082,0.0083,0,-3.159,-3.148,-2.532,-0.627,0.143,0.725,0.019,9.34,12.1,0.2,2.76,1.13,0.31,0.402,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.884,0.6654,-0.092,-0.8864,0.5152
198309,0.0063,0.0064,0,-3.166,-3.156,-2.525,-0.642,0.144,0.715,0.023,9,11.57,5.05,2.57,1.18,-1.13,0.334,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9463,0.7739,-0.9233,-0.7548,0.5008
198310,-0.0207,-0.0206,0,-3.147,-3.162,-2.491,-0.656,0.113,0.719,0.025,8.64,11.88,-1.32,3.24,1.21,1.07,0.498,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.2764,1.2341,-1.3371,-2.4799,0.5176
198311,0.0164,0.0166,0,-3.16,-3.143,-2.491,-0.669,0.104,0.691,0.027,8.76,11.76,1.83,3,1.2,-0.41,0.265,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.558,1.4712,-0.2354,-0.2138,0.5328
198312,-0.013,-0.013,0,-3.147,-3.156,-2.464,-0.683,0.105,0.7,0.027,9,11.97,-0.59,2.97,1.18,0.26,0.165,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1.31,1.6418,0.1851,-0.1101,0.5555
198401,-0.0114,-0.0114,0,-3.133,-3.143,-2.426,-0.707,0.099,0.722,0.031,8.9,11.8,2.44,2.9,1.45,0.26,0.132,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1.8166,1.9746,-0.3264,-1.7093,0.5177
